commits_total,merge_conflicts,bus_factor,refactor_commits,fix_commits,feature_commits,docs_commits,test_commits,refactor_ratio,fix_ratio,feature_ratio,docs_ratio,test_ratio,active_days,team_size,kpi_score
477,11,8,38,29,21,35,41,0.23170731707317074,0.17682926829268292,0.12804878048780488,0.21341463414634146,0.25,318,2,40.08787170063482
307,0,7,77,32,148,24,37,0.24213836477987422,0.10062893081761007,0.46540880503144655,0.07547169811320754,0.11635220125786164,270,3,56.87473076591713
440,0,1,74,32,178,22,42,0.21264367816091953,0.09195402298850575,0.5114942528735632,0.06321839080459771,0.1206896551724138,27,7,41.23767910565266
301,14,3,5,71,123,26,25,0.02,0.284,0.492,0.104,0.1,89,9,35.37917808219178
283,0,2,96,66,66,25,5,0.37209302325581395,0.2558139534883721,0.2558139534883721,0.09689922480620156,0.01937984496124031,336,3,26.55622809812042
391,20,2,40,119,46,37,26,0.14925373134328357,0.44402985074626866,0.17164179104477612,0.13805970149253732,0.09701492537313433,334,2,30.914894704559398
490,13,2,51,133,179,2,67,0.11805555555555555,0.30787037037037035,0.41435185185185186,0.004629629629629629,0.1550925925925926,263,6,37.991628614916294
356,4,8,21,119,192,10,49,0.05370843989769821,0.30434782608695654,0.49104859335038364,0.02557544757033248,0.12531969309462915,88,14,54.88578635742564
492,5,8,69,21,51,27,41,0.33014354066985646,0.10047846889952153,0.24401913875598086,0.1291866028708134,0.19617224880382775,223,13,37.94713901815561
63,16,7,50,129,70,15,60,0.15432098765432098,0.39814814814814814,0.21604938271604937,0.046296296296296294,0.18518518518518517,196,8,41.83616607475055
61,13,4,70,13,133,49,20,0.24561403508771928,0.0456140350877193,0.4666666666666667,0.17192982456140352,0.07017543859649122,209,3,38.038452295121374
171,11,7,8,133,70,40,76,0.024464831804281346,0.40672782874617736,0.21406727828746178,0.12232415902140673,0.2324159021406728,294,8,42.13137279544218
286,6,6,83,89,56,12,62,0.27483443708609273,0.2947019867549669,0.18543046357615894,0.039735099337748346,0.2052980132450331,196,6,37.01274607638574
201,14,3,95,150,22,41,33,0.2785923753665689,0.4398826979472141,0.06451612903225806,0.12023460410557185,0.0967741935483871,257,2,19.200899851363836
92,6,8,16,57,25,17,61,0.09090909090909091,0.32386363636363635,0.14204545454545456,0.09659090909090909,0.3465909090909091,343,14,56.49408468244085
386,16,7,70,71,27,3,77,0.28225806451612906,0.2862903225806452,0.10887096774193548,0.012096774193548387,0.31048387096774194,257,2,30.859257622624835
139,14,7,99,114,87,47,40,0.2558139534883721,0.29457364341085274,0.2248062015503876,0.12144702842377261,0.10335917312661498,185,12,33.154401614102156
256,7,7,43,11,162,49,70,0.12835820895522387,0.03283582089552239,0.4835820895522388,0.14626865671641792,0.208955223880597,339,2,61.62144755673686
333,14,1,51,25,171,39,23,0.1650485436893204,0.08090614886731391,0.5533980582524272,0.1262135922330097,0.0744336569579288,116,3,33.178037859644455
419,4,1,69,86,53,36,68,0.22115384615384615,0.27564102564102566,0.16987179487179488,0.11538461538461539,0.21794871794871795,227,5,30.74099929750615
260,19,4,39,53,163,35,73,0.10743801652892562,0.14600550964187328,0.4490358126721763,0.09641873278236915,0.20110192837465565,238,13,51.03713347673497
232,19,2,6,139,28,10,78,0.022988505747126436,0.5325670498084292,0.10727969348659004,0.038314176245210725,0.2988505747126437,230,11,25.441872670970454
401,0,1,70,47,186,25,62,0.1794871794871795,0.12051282051282051,0.47692307692307695,0.0641025641025641,0.15897435897435896,10,14,43.76519142957499
378,15,6,20,92,117,41,31,0.0664451827242525,0.30564784053156147,0.38870431893687707,0.1362126245847176,0.10299003322259136,265,5,48.91252901287944
365,11,7,46,49,186,45,67,0.11704834605597965,0.12468193384223919,0.4732824427480916,0.11450381679389313,0.17048346055979643,302,9,55.511032102896586
488,17,3,39,126,196,0,22,0.10182767624020887,0.3289817232375979,0.5117493472584856,0.0,0.057441253263707574,344,5,44.845488036052785
242,5,6,36,20,159,45,19,0.12903225806451613,0.07168458781362007,0.5698924731182796,0.16129032258064516,0.06810035842293907,228,2,62.487086954387
105,6,6,76,50,162,23,70,0.1994750656167979,0.13123359580052493,0.4251968503937008,0.06036745406824147,0.1837270341207349,62,11,48.75220220760077
64,5,4,79,64,20,48,43,0.3110236220472441,0.25196850393700787,0.07874015748031496,0.1889763779527559,0.16929133858267717,33,10,28.83394455830007
195,16,2,13,106,82,27,6,0.05555555555555555,0.452991452991453,0.3504273504273504,0.11538461538461539,0.02564102564102564,212,15,31.33146001639152
360,17,7,48,58,158,22,35,0.14953271028037382,0.1806853582554517,0.49221183800623053,0.06853582554517133,0.10903426791277258,295,8,50.5364229932147
464,12,7,35,127,146,36,70,0.08454106280193237,0.30676328502415456,0.3526570048309179,0.08695652173913043,0.16908212560386474,132,4,48.51111772880683
333,2,4,49,84,73,3,53,0.18702290076335878,0.32061068702290074,0.2786259541984733,0.011450381679389313,0.20229007633587787,349,10,50.5861654292586
486,14,1,35,125,105,16,51,0.10542168674698796,0.37650602409638556,0.31626506024096385,0.04819277108433735,0.1536144578313253,326,8,34.038042581284046
176,5,6,76,71,109,5,67,0.23170731707317074,0.21646341463414634,0.3323170731707317,0.01524390243902439,0.20426829268292682,229,4,46.39918142332109
95,10,1,77,145,135,47,62,0.16523605150214593,0.3111587982832618,0.28969957081545067,0.10085836909871244,0.13304721030042918,41,8,25.0552060673761
165,9,2,7,110,137,3,49,0.02287581699346405,0.35947712418300654,0.4477124183006536,0.00980392156862745,0.16013071895424835,239,11,33.08443011907959
130,6,4,54,138,71,26,62,0.15384615384615385,0.39316239316239315,0.2022792022792023,0.07407407407407407,0.17663817663817663,120,2,42.90309487569762
265,20,3,91,78,71,16,29,0.3192982456140351,0.2736842105263158,0.24912280701754386,0.056140350877192984,0.10175438596491228,153,12,18.376592165344867
486,1,3,89,78,105,5,29,0.2908496732026144,0.2549019607843137,0.3431372549019608,0.016339869281045753,0.09477124183006536,300,6,37.95926224371027
283,0,5,83,76,105,9,67,0.24411764705882352,0.2235294117647059,0.3088235294117647,0.026470588235294117,0.19705882352941176,104,10,50.52759871071716
471,9,8,58,118,73,41,41,0.17522658610271905,0.3564954682779456,0.22054380664652568,0.12386706948640483,0.12386706948640483,195,10,42.08664073169722
458,14,8,30,35,154,28,50,0.10101010101010101,0.11784511784511785,0.5185185185185185,0.09427609427609428,0.16835016835016836,161,9,55.74083298740834
342,5,7,82,13,174,44,11,0.25308641975308643,0.040123456790123455,0.5370370370370371,0.13580246913580246,0.033950617283950615,359,3,51.26040081177068
85,9,6,72,98,152,42,14,0.19047619047619047,0.25925925925925924,0.4021164021164021,0.1111111111111111,0.037037037037037035,125,4,42.78904834384287
326,7,1,73,10,77,47,62,0.27137546468401486,0.03717472118959108,0.2862453531598513,0.17472118959107807,0.23048327137546468,295,8,28.191653511228807
347,3,8,80,59,190,46,46,0.19002375296912113,0.14014251781472684,0.4513064133016627,0.10926365795724466,0.10926365795724466,327,14,57.82980834933134
342,2,2,23,21,97,1,17,0.14465408805031446,0.1320754716981132,0.610062893081761,0.006289308176100629,0.1069182389937107,192,11,51.466614973722756
198,9,8,8,150,167,46,13,0.020833333333333332,0.390625,0.4348958333333333,0.11979166666666667,0.033854166666666664,129,5,42.5509774543379
175,2,4,48,150,102,34,59,0.12213740458015267,0.3816793893129771,0.2595419847328244,0.08651399491094147,0.15012722646310434,211,8,54.21102164592702
395,14,5,98,52,123,48,55,0.26063829787234044,0.13829787234042554,0.3271276595744681,0.1276595744680851,0.14627659574468085,345,12,39.234006120664525
163,12,2,66,37,124,2,24,0.2608695652173913,0.14624505928853754,0.4901185770750988,0.007905138339920948,0.09486166007905138,190,6,25.701553955276413
310,9,1,27,23,78,20,16,0.16463414634146342,0.1402439024390244,0.47560975609756095,0.12195121951219512,0.0975609756097561,187,12,33.82383895756766
328,9,3,95,111,95,11,51,0.26170798898071623,0.30578512396694213,0.26170798898071623,0.030303030303030304,0.14049586776859505,308,2,27.595211140043023
329,17,8,28,64,135,38,43,0.09090909090909091,0.2077922077922078,0.4383116883116883,0.12337662337662338,0.1396103896103896,241,15,53.479941291585135
415,11,6,10,26,91,22,35,0.05434782608695652,0.14130434782608695,0.4945652173913043,0.11956521739130435,0.19021739130434784,348,4,53.59864502680167
199,20,4,85,116,155,30,40,0.19953051643192488,0.27230046948356806,0.36384976525821594,0.07042253521126761,0.09389671361502347,351,14,38.87159945977234
74,1,8,21,94,87,34,11,0.08502024291497975,0.3805668016194332,0.3522267206477733,0.13765182186234817,0.044534412955465584,203,15,61.179607342909435
324,18,8,100,108,159,7,45,0.2386634844868735,0.2577565632458234,0.3794749403341289,0.016706443914081145,0.10739856801909307,344,5,38.912806094092254
224,16,4,32,148,151,34,74,0.07289293849658314,0.33712984054669703,0.3439635535307517,0.0774487471526196,0.16856492027334852,105,2,42.290292383062386
374,19,5,65,39,71,4,5,0.3532608695652174,0.21195652173913043,0.3858695652173913,0.021739130434782608,0.02717391304347826,172,14,25.12790351399642
253,1,5,55,35,196,28,65,0.14511873350923482,0.09234828496042216,0.5171503957783641,0.07387862796833773,0.17150395778364116,24,4,63.14275129215311
390,6,4,33,128,185,6,46,0.0829145728643216,0.32160804020100503,0.4648241206030151,0.01507537688442211,0.11557788944723618,255,11,52.23938184071041
376,15,1,11,65,200,30,32,0.03254437869822485,0.19230769230769232,0.591715976331361,0.08875739644970414,0.09467455621301775,302,14,34.2168679581746
440,17,4,79,42,125,8,69,0.24458204334365324,0.13003095975232198,0.38699690402476783,0.02476780185758514,0.21362229102167182,227,7,35.889774799609825
364,12,1,66,34,131,31,11,0.24175824175824176,0.12454212454212454,0.47985347985347987,0.11355311355311355,0.040293040293040296,169,14,24.00737618545838
419,7,3,82,133,68,48,30,0.22714681440443213,0.3684210526315789,0.1883656509695291,0.1329639889196676,0.08310249307479224,52,7,28.957481121693924
286,15,5,41,73,81,12,19,0.18141592920353983,0.3230088495575221,0.3584070796460177,0.05309734513274336,0.084070796460177,174,10,41.14462359073828
271,7,6,34,32,49,35,75,0.1511111111111111,0.14222222222222222,0.21777777777777776,0.15555555555555556,0.3333333333333333,215,6,53.35631659056316
205,20,7,59,133,96,20,27,0.1761194029850746,0.3970149253731343,0.2865671641791045,0.05970149253731343,0.08059701492537313,231,8,40.2987119198528
489,16,6,98,70,133,17,25,0.2857142857142857,0.20408163265306123,0.3877551020408163,0.04956268221574344,0.0728862973760933,141,10,32.33967011462119
327,0,4,79,12,79,48,46,0.29924242424242425,0.045454545454545456,0.29924242424242425,0.18181818181818182,0.17424242424242425,340,3,48.100716064757165
253,6,2,29,54,99,23,54,0.11196911196911197,0.2084942084942085,0.38223938223938225,0.0888030888030888,0.2084942084942085,212,4,46.286348971280475
287,3,3,33,121,90,39,23,0.10784313725490197,0.3954248366013072,0.29411764705882354,0.12745098039215685,0.07516339869281045,100,11,48.59208523592085
255,20,7,94,39,132,39,79,0.2454308093994778,0.10182767624020887,0.34464751958224543,0.10182767624020887,0.206266318537859,189,8,39.76919775385386
489,0,6,24,143,47,7,75,0.08108108108108109,0.4831081081081081,0.15878378378378377,0.02364864864864865,0.2533783783783784,103,3,57.42447241762311
112,11,7,74,96,40,8,38,0.2890625,0.375,0.15625,0.03125,0.1484375,247,11,27.992936643835613
98,5,4,54,63,133,14,34,0.18120805369127516,0.21140939597315436,0.4463087248322148,0.04697986577181208,0.11409395973154363,324,9,49.951778983175515
360,13,4,100,114,49,27,54,0.29069767441860467,0.3313953488372093,0.14244186046511628,0.07848837209302326,0.1569767441860465,105,13,22.888937559732405
127,18,7,16,95,105,21,24,0.06130268199233716,0.36398467432950193,0.40229885057471265,0.08045977011494253,0.09195402298850575,275,2,47.196242061617596
216,7,3,87,47,96,39,73,0.2543859649122807,0.13742690058479531,0.2807017543859649,0.11403508771929824,0.2134502923976608,218,12,34.47168148682208
267,4,8,78,122,138,2,6,0.2254335260115607,0.35260115606936415,0.3988439306358382,0.005780346820809248,0.017341040462427744,239,9,45.65547549291315
438,0,2,6,80,135,0,65,0.02097902097902098,0.27972027972027974,0.47202797202797203,0.0,0.22727272727272727,293,10,49.26894338538174
446,10,1,24,17,58,36,60,0.12307692307692308,0.08717948717948718,0.29743589743589743,0.18461538461538463,0.3076923076923077,271,11,38.481559536354055
301,0,2,55,74,113,26,36,0.18092105263157895,0.24342105263157895,0.3717105263157895,0.08552631578947369,0.11842105263157894,325,2,48.32376532083633
378,2,8,37,86,72,4,41,0.15416666666666667,0.35833333333333334,0.3,0.016666666666666666,0.17083333333333334,116,15,54.172374429223744
272,11,2,63,22,63,8,18,0.3620689655172414,0.12643678160919541,0.3620689655172414,0.04597701149425287,0.10344827586206896,121,13,13.479373327035118
192,17,4,87,15,197,17,70,0.22538860103626943,0.038860103626943004,0.5103626943005182,0.04404145077720207,0.18134715025906736,87,9,38.9793455887572
496,8,8,52,96,66,27,6,0.21052631578947367,0.38866396761133604,0.26720647773279355,0.10931174089068826,0.024291497975708502,217,2,39.434141201264495
478,18,7,71,72,173,28,20,0.19505494505494506,0.1978021978021978,0.47527472527472525,0.07692307692307693,0.054945054945054944,59,6,41.78349390335691
348,9,1,77,112,77,33,38,0.228486646884273,0.3323442136498516,0.228486646884273,0.09792284866468842,0.11275964391691394,326,13,22.66605016056258
74,1,5,88,74,125,11,44,0.2573099415204678,0.21637426900584794,0.3654970760233918,0.03216374269005848,0.1286549707602339,140,2,48.53184330689738
71,17,6,49,127,158,27,18,0.12928759894459102,0.33509234828496043,0.41688654353562005,0.0712401055408971,0.047493403693931395,140,9,46.40329634582716
109,17,4,87,43,90,5,55,0.3107142857142857,0.15357142857142858,0.32142857142857145,0.017857142857142856,0.19642857142857142,93,6,25.86325831702544
394,2,1,65,43,89,41,43,0.2313167259786477,0.15302491103202848,0.3167259786476868,0.14590747330960854,0.15302491103202848,161,11,35.51864671184127
176,17,4,88,74,39,40,68,0.284789644012945,0.23948220064724918,0.1262135922330097,0.12944983818770225,0.22006472491909385,321,9,28.714412377532483
284,2,6,25,134,40,47,22,0.09328358208955224,0.5,0.14925373134328357,0.17537313432835822,0.08208955223880597,328,10,58.134941729707634
369,2,1,99,142,145,20,52,0.21615720524017468,0.31004366812227074,0.3165938864628821,0.043668122270742356,0.11353711790393013,191,2,33.671023509002815
364,8,2,21,85,89,5,5,0.1024390243902439,0.4146341463414634,0.43414634146341463,0.024390243902439025,0.024390243902439025,277,6,40.33110591379887
301,18,7,33,42,172,34,63,0.09593023255813954,0.12209302325581395,0.5,0.09883720930232558,0.18313953488372092,132,5,54.8896145269194
390,11,8,90,134,113,25,32,0.22842639593908629,0.3401015228426396,0.2868020304568528,0.06345177664974619,0.08121827411167512,17,14,33.03744524024755
465,12,1,29,65,83,30,75,0.10283687943262411,0.23049645390070922,0.29432624113475175,0.10638297872340426,0.26595744680851063,319,12,37.76702613426601
185,4,4,97,148,64,19,18,0.28034682080924855,0.4277456647398844,0.18497109826589594,0.05491329479768786,0.05202312138728324,217,6,32.365666323541056
172,4,8,36,108,196,24,80,0.08108108108108109,0.24324324324324326,0.44144144144144143,0.05405405405405406,0.18018018018018017,31,12,57.848080957670014
85,4,4,53,133,106,23,60,0.14133333333333334,0.3546666666666667,0.2826666666666667,0.06133333333333333,0.16,283,3,50.87671232876711
474,8,6,92,13,67,18,34,0.4107142857142857,0.05803571428571429,0.29910714285714285,0.08035714285714286,0.15178571428571427,273,15,26.605797455968684
310,16,1,76,64,86,50,27,0.2508250825082508,0.21122112211221122,0.2838283828382838,0.16501650165016502,0.0891089108910891,132,14,19.356073963560743
71,17,8,52,116,143,18,25,0.14689265536723164,0.327683615819209,0.403954802259887,0.05084745762711865,0.07062146892655367,28,6,43.05305316925935
403,11,4,91,145,173,7,8,0.21462264150943397,0.3419811320754717,0.4080188679245283,0.01650943396226415,0.018867924528301886,119,13,32.51221245799948
148,3,2,9,72,127,29,53,0.03103448275862069,0.2482758620689655,0.4379310344827586,0.1,0.18275862068965518,73,5,43.27586206896552
257,3,4,5,83,135,2,44,0.01858736059479554,0.30855018587360594,0.5018587360594795,0.007434944237918215,0.16356877323420074,197,2,50.66703162397515
372,15,3,38,27,163,27,36,0.13058419243986255,0.09278350515463918,0.5601374570446735,0.09278350515463918,0.12371134020618557,312,7,47.39081109071223
276,19,1,69,109,188,3,11,0.18157894736842106,0.2868421052631579,0.49473684210526314,0.007894736842105263,0.02894736842105263,173,6,26.69881038211968
357,6,1,49,17,76,25,51,0.22477064220183487,0.0779816513761468,0.3486238532110092,0.11467889908256881,0.23394495412844038,172,2,32.42497172301118
87,1,1,34,129,30,5,49,0.13765182186234817,0.5222672064777328,0.1214574898785425,0.020242914979757085,0.19838056680161945,133,8,36.73082469081027
205,10,4,33,29,122,40,38,0.12595419847328243,0.11068702290076336,0.46564885496183206,0.15267175572519084,0.1450381679389313,283,4,50.58281919899614
375,11,1,100,22,145,18,8,0.3412969283276451,0.07508532423208192,0.4948805460750853,0.06143344709897611,0.027303754266211604,310,3,16.301182850998174
134,10,2,83,11,197,14,36,0.2434017595307918,0.03225806451612903,0.5777126099706745,0.04105571847507331,0.10557184750733138,155,11,30.431205559795927
63,1,4,13,17,37,3,12,0.15853658536585366,0.2073170731707317,0.45121951219512196,0.036585365853658534,0.14634146341463414,311,8,58.39442031406617
499,6,1,65,146,177,42,60,0.1326530612244898,0.2979591836734694,0.36122448979591837,0.08571428571428572,0.12244897959183673,215,11,37.71051160190103
363,15,6,28,31,102,13,75,0.11244979919678715,0.12449799196787148,0.40963855421686746,0.05220883534136546,0.30120481927710846,103,12,52.977223964350564
462,11,2,74,136,125,39,50,0.17452830188679244,0.32075471698113206,0.294811320754717,0.09198113207547169,0.1179245283018868,202,10,30.024198759369348
180,9,8,78,106,84,31,62,0.21606648199445982,0.29362880886426596,0.23268698060941828,0.08587257617728532,0.17174515235457063,278,9,40.36362084013205
444,4,3,24,29,193,27,23,0.08108108108108109,0.09797297297297297,0.652027027027027,0.09121621621621621,0.0777027027027027,338,7,58.73824509440948
289,18,1,45,132,24,9,40,0.18,0.528,0.096,0.036,0.16,160,11,18.671780821917807
352,10,4,100,43,147,19,47,0.2808988764044944,0.12078651685393259,0.41292134831460675,0.05337078651685393,0.13202247191011235,305,7,33.32414960751116
53,6,4,68,35,94,36,29,0.2595419847328244,0.13358778625954199,0.35877862595419846,0.13740458015267176,0.11068702290076336,154,8,39.01416919376764
180,0,5,80,46,89,12,47,0.291970802919708,0.1678832116788321,0.3248175182481752,0.043795620437956206,0.17153284671532848,184,12,47.83076692330767
271,9,4,21,124,165,32,61,0.052109181141439205,0.3076923076923077,0.4094292803970223,0.0794044665012407,0.1513647642679901,101,2,42.928226656242565
162,9,1,23,68,73,28,10,0.11386138613861387,0.33663366336633666,0.3613861386138614,0.13861386138613863,0.04950495049504951,137,15,33.243048962430485
423,0,4,99,85,29,22,15,0.396,0.34,0.116,0.088,0.06,46,11,25.150136986301362
66,0,6,43,57,119,25,33,0.1552346570397112,0.20577617328519857,0.4296028880866426,0.09025270758122744,0.11913357400722022,81,15,61.0373868750309
237,5,8,10,88,150,36,76,0.027777777777777776,0.24444444444444444,0.4166666666666667,0.1,0.2111111111111111,358,15,55.87633181126333
83,13,7,94,18,193,6,69,0.24736842105263157,0.04736842105263158,0.5078947368421053,0.015789473684210527,0.18157894736842106,287,6,43.07624369142034
393,5,1,62,62,57,17,8,0.30097087378640774,0.30097087378640774,0.2766990291262136,0.0825242718446602,0.038834951456310676,162,3,19.471605266657807
330,10,8,80,71,61,42,80,0.23952095808383234,0.2125748502994012,0.18263473053892215,0.12574850299401197,0.23952095808383234,224,5,37.31999015667296
350,11,1,13,125,198,35,27,0.032663316582914576,0.314070351758794,0.49748743718592964,0.08793969849246232,0.0678391959798995,51,14,27.274007021408416
252,16,4,73,71,97,13,60,0.23248407643312102,0.22611464968152867,0.3089171974522293,0.041401273885350316,0.1910828025477707,202,14,34.085594625250856
370,6,6,78,115,92,37,44,0.21311475409836064,0.31420765027322406,0.25136612021857924,0.10109289617486339,0.12021857923497267,50,12,41.64394790029194
112,6,1,84,40,174,18,49,0.23013698630136986,0.1095890410958904,0.4767123287671233,0.049315068493150684,0.13424657534246576,166,3,31.60273972602741
170,1,7,60,121,46,20,8,0.23529411764705882,0.4745098039215686,0.1803921568627451,0.0784313725490196,0.03137254901960784,123,7,43.34179425194735
461,6,8,47,146,127,48,33,0.1172069825436409,0.3640897755610973,0.3167082294264339,0.11970074812967581,0.08229426433915212,121,12,52.246062924879574
469,3,1,45,69,20,12,63,0.215311004784689,0.33014354066985646,0.09569377990430622,0.05741626794258373,0.3014354066985646,181,4,30.520121911253856
351,19,7,12,79,34,30,29,0.06521739130434782,0.42934782608695654,0.18478260869565216,0.16304347826086957,0.15760869565217392,28,3,41.44334425253127
190,3,3,21,48,132,46,73,0.065625,0.15,0.4125,0.14375,0.228125,189,4,54.30779109589041
334,19,8,29,12,186,46,13,0.10139860139860139,0.04195804195804196,0.6503496503496503,0.16083916083916083,0.045454545454545456,212,10,58.95306063799214
243,4,2,33,137,69,27,62,0.10060975609756098,0.4176829268292683,0.21036585365853658,0.08231707317073171,0.18902439024390244,239,4,44.816655529569
247,12,8,93,81,112,32,52,0.25135135135135134,0.21891891891891893,0.3027027027027027,0.08648648648648649,0.14054054054054055,206,14,36.21380970011108
240,3,2,74,105,33,12,67,0.2542955326460481,0.36082474226804123,0.1134020618556701,0.041237113402061855,0.23024054982817868,20,3,27.347855764251754
389,20,2,5,137,135,26,22,0.015384615384615385,0.42153846153846153,0.4153846153846154,0.08,0.06769230769230769,285,13,29.82718651211802
240,4,8,51,93,167,45,63,0.12171837708830549,0.22195704057279236,0.39856801909307876,0.10739856801909307,0.15035799522673032,320,8,61.438454245267614
125,0,1,75,39,54,21,32,0.3393665158371041,0.17647058823529413,0.24434389140271492,0.09502262443438914,0.14479638009049775,218,12,26.465939378912783
408,19,3,13,23,120,28,18,0.06435643564356436,0.11386138613861387,0.594059405940594,0.13861386138613863,0.0891089108910891,26,14,43.272005967720055
183,10,7,77,42,192,44,42,0.19395465994962216,0.10579345088161209,0.4836272040302267,0.11083123425692695,0.10579345088161209,111,13,44.95883509885787
180,11,4,80,135,23,6,51,0.2711864406779661,0.4576271186440678,0.07796610169491526,0.020338983050847456,0.17288135593220338,219,12,23.118644067796613
87,0,3,40,65,115,7,40,0.149812734082397,0.24344569288389514,0.4307116104868914,0.026217228464419477,0.149812734082397,199,10,54.31404237853369
83,6,4,67,77,111,46,5,0.21895424836601307,0.25163398692810457,0.3627450980392157,0.1503267973856209,0.016339869281045753,351,5,43.24612767481422
483,20,4,49,46,20,9,80,0.24019607843137256,0.22549019607843138,0.09803921568627451,0.04411764705882353,0.39215686274509803,281,9,33.28068761751276
281,5,6,72,66,173,25,47,0.18798955613577023,0.17232375979112272,0.4516971279373368,0.06527415143603134,0.1227154046997389,213,3,52.689348689151984
55,19,3,98,139,136,13,15,0.24438902743142144,0.34663341645885287,0.33915211970074816,0.032418952618453865,0.03740648379052369,242,13,26.462200662726744
167,16,2,53,130,38,33,28,0.1879432624113475,0.46099290780141844,0.1347517730496454,0.11702127659574468,0.09929078014184398,207,10,24.31079374332071
245,8,5,22,78,81,21,60,0.08396946564885496,0.29770992366412213,0.30916030534351147,0.08015267175572519,0.22900763358778625,168,4,51.96167520652515
116,6,3,30,79,53,40,51,0.11857707509881422,0.31225296442687744,0.20948616600790515,0.15810276679841898,0.2015810276679842,206,3,46.01954626671721
221,20,5,92,131,132,43,7,0.2271604938271605,0.3234567901234568,0.32592592592592595,0.10617283950617284,0.01728395061728395,84,7,34.70624048706241
179,8,8,22,74,197,12,15,0.06875,0.23125,0.615625,0.0375,0.046875,170,2,53.81314212328767
83,2,4,96,61,42,35,50,0.3380281690140845,0.2147887323943662,0.14788732394366197,0.12323943661971831,0.176056338028169,364,9,36.17292108817287
351,9,2,86,144,112,16,55,0.20823244552058112,0.3486682808716707,0.2711864406779661,0.0387409200968523,0.13317191283292978,257,10,27.754204119539622
287,9,4,63,132,106,0,29,0.19090909090909092,0.4,0.3212121212121212,0.0,0.08787878787878788,41,11,33.667704441677046
98,0,4,96,100,88,0,57,0.28152492668621704,0.2932551319648094,0.25806451612903225,0.0,0.16715542521994134,266,15,42.635037962479416
409,13,6,93,96,27,30,69,0.29523809523809524,0.3047619047619048,0.08571428571428572,0.09523809523809523,0.21904761904761905,148,8,27.3607305936073
386,4,5,97,107,43,12,72,0.2930513595166163,0.32326283987915405,0.1299093655589124,0.03625377643504532,0.2175226586102719,186,11,36.88027148946737
146,18,4,14,27,114,50,53,0.05426356589147287,0.10465116279069768,0.4418604651162791,0.1937984496124031,0.2054263565891473,64,8,46.35345651481363
118,13,6,66,93,172,20,65,0.15865384615384615,0.22355769230769232,0.41346153846153844,0.04807692307692308,0.15625,261,11,47.60178477344573
364,15,5,25,56,107,19,61,0.09328358208955224,0.208955223880597,0.39925373134328357,0.0708955223880597,0.22761194029850745,347,4,54.92133510529544
96,19,4,95,45,84,31,49,0.3125,0.14802631578947367,0.27631578947368424,0.10197368421052631,0.1611842105263158,179,3,26.75797584715213
352,8,3,86,135,146,0,47,0.20772946859903382,0.32608695652173914,0.3526570048309179,0.0,0.11352657004830918,41,13,31.322513400833827
338,18,8,65,60,69,11,20,0.28888888888888886,0.26666666666666666,0.30666666666666664,0.04888888888888889,0.08888888888888889,12,6,28.25327245053273
312,13,2,67,76,37,21,7,0.32211538461538464,0.36538461538461536,0.1778846153846154,0.10096153846153846,0.03365384615384615,44,7,9.924855110642781
136,9,4,76,37,44,34,9,0.38,0.185,0.22,0.17,0.045,39,6,17.709246575342465
420,13,2,59,29,134,7,59,0.2048611111111111,0.10069444444444445,0.4652777777777778,0.024305555555555556,0.2048611111111111,252,4,33.7263603500761
429,6,5,56,146,180,10,24,0.1346153846153846,0.35096153846153844,0.4326923076923077,0.02403846153846154,0.057692307692307696,137,2,51.4584430979979
83,20,3,56,64,81,28,64,0.19112627986348124,0.21843003412969283,0.2764505119453925,0.09556313993174062,0.21843003412969283,236,13,35.130487633830484
353,16,1,73,99,142,33,80,0.17096018735362997,0.23185011709601874,0.3325526932084309,0.07728337236533958,0.1873536299765808,32,7,26.499246094125954
74,4,1,77,90,189,4,27,0.19896640826873385,0.23255813953488372,0.4883720930232558,0.0103359173126615,0.06976744186046512,238,3,36.001876039786204
81,13,1,59,78,176,4,57,0.15775401069518716,0.20855614973262032,0.47058823529411764,0.0106951871657754,0.15240641711229946,29,12,29.183356530657107
117,7,4,25,54,66,32,51,0.10964912280701754,0.23684210526315788,0.2894736842105263,0.14035087719298245,0.2236842105263158,40,8,49.51285748618121
115,0,3,28,11,180,35,5,0.10810810810810811,0.04247104247104247,0.694980694980695,0.13513513513513514,0.019305019305019305,153,9,64.61712593219443
456,3,6,10,55,133,24,52,0.0364963503649635,0.20072992700729927,0.4854014598540146,0.08759124087591241,0.1897810218978102,143,15,58.15233476652335
217,14,5,39,34,191,43,37,0.11337209302325581,0.09883720930232558,0.5552325581395349,0.125,0.10755813953488372,309,2,57.06717903791015
155,17,4,93,63,165,40,17,0.24603174603174602,0.16666666666666666,0.4365079365079365,0.10582010582010581,0.04497354497354497,93,9,33.22635355512069
363,7,7,54,11,80,14,69,0.23684210526315788,0.04824561403508772,0.3508771929824561,0.06140350877192982,0.3026315789473684,297,2,48.06410718577265
429,12,5,80,74,28,33,9,0.35714285714285715,0.33035714285714285,0.125,0.14732142857142858,0.04017857142857143,40,4,18.628302348336597
408,6,2,47,94,177,0,78,0.11868686868686869,0.23737373737373738,0.44696969696969696,0.0,0.19696969696969696,226,3,45.3408399059084
242,8,1,9,38,161,3,71,0.031914893617021274,0.1347517730496454,0.5709219858156028,0.010638297872340425,0.25177304964539005,307,11,38.563635480423585
